,Conditions,Drug,Smiles,Phases,Disease
96,"Hepatitis C, Chronic",Cyclosporine,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PHASE2,digestive_system_disease
97,"Hepatitis C, Chronic",Tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PHASE2,digestive_system_disease
98,Metastatic Pancreatic Cancer,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,PHASE2,digestive_system_disease
99,Advanced Pancreatic Carcinoma|Locally Advanced Pancreatic Carcinoma|Metastatic Pancreatic Carcinoma|Pancreatic Neoplasm|Stage II Pancreatic Cancer AJCC v8|Stage III Pancreatic Cancer AJCC v8|Stage IV Pancreatic Cancer AJCC v8|Unresectable Pancreatic Carcinoma,Verteporfin,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C.CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)O)C(=C3C)CCC(=O)OC)C=C,PHASE2,digestive_system_disease
100,"Ovarian, Fallopian Tube, and Primary Peritoneal Cancer",Metformin,CN(C)C(=N)N=C(N)N,PHASE2,digestive_system_disease
101,Colorectal Cancer,Pyrotinib,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CC5CCCN5C,PHASE2,digestive_system_disease
102,Cirrhosis,Catechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PHASE1,digestive_system_disease
103,Cirrhosis,Cianidanol,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PHASE1,digestive_system_disease
104,Gastroenteropancreatic Neuroendocrine Tumor,Dotatate,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)NC(C(C)O)C(=O)O)O,PHASE1,digestive_system_disease
105,Indolent B-cell Lymphoma|Hepatitis C,Ledipasvir,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,PHASE2,digestive_system_disease
106,Indolent B-cell Lymphoma|Hepatitis C,Velpatasvir,CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC,PHASE2,digestive_system_disease
107,Acute Pancreatitis,Meropenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,PHASE1|PHASE2,digestive_system_disease
108,Clinical Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Esophageal Adenocarcinoma|Esophageal Squamous Cell Carcinoma|Pathologic Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IB Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IC Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8,Tricyclazole,CC1=C2C(=CC=C1)SC3=NN=CN23,PHASE2,digestive_system_disease
109,Bladder Cancer|Breast Cancer|Colorectal Cancer|Gastrointestinal Neoplasm|Head and Neck Cancer|Lung Cancer|Ovarian Cancer|Pancreatic Cancer|Prostate Cancer,Picoplatin,CC1=CC=CC=N1.N.[Cl-].[Cl-].[Pt+2],PHASE1,digestive_system_disease
110,Hemorrhoids|Liver Cirrhosis,Polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,PHASE2|PHASE3,digestive_system_disease
111,Ulcerative Colitis|Fecal Microbiota Transplantation,Prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,PHASE2|PHASE3,digestive_system_disease
112,"Hepatitis B, Chronic",Lamivudine,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,PHASE1,digestive_system_disease
113,Diabetic Gastroenteropathy,Mosapride,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,PHASE1|PHASE2,digestive_system_disease
114,Hepatitis D,Lonafarnib,C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,PHASE2,digestive_system_disease
115,Breast Cancer|Ovarian Cancer|Colon Cancer|Lung Cancer|Gastric Cancer|Solid Tumors,Veliparib,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,PHASE1,digestive_system_disease
116,Irritable Bowel Syndrome,Ethosuximide,CCC1(CC(=O)NC1=O)C,PHASE2,digestive_system_disease
117,Colorectal Cancer,Trifluridine,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,PHASE2,digestive_system_disease
118,Colorectal Cancer,Tipiracil,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,PHASE2,digestive_system_disease
119,High Grade Squamous Intra-epithelial Lesion (HSIL),Pomalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PHASE2,digestive_system_disease
120,Metastatic Colorectal Cancer,Dabrafenib,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,PHASE2,digestive_system_disease
121,Metastatic Colorectal Cancer,Trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,PHASE2,digestive_system_disease
122,Pancreatic Adenocarcinoma Metastatic|BRCA1 Mutation|BRCA2 Mutation|Pancreatic Acinar Cell Carcinoma|Pancreatic Ductal Adenocarcinoma|Pancreatic Cancer|Metastatic Pancreatic Cancer|Metastatic Pancreatic Ductal Adenocarcinoma|Breast Cancer Metastatic|Breast Cancer Stage IV|Pancreatic Cancer Stage IV|HER2-negative Breast Cancer|HER2 Negative Breast Carcinoma|Adenocarcinoma of the Breast|PALB2 Gene Mutation,Melphalan,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,PHASE1,digestive_system_disease
123,Hepatobiliary Disorders|Non-alcoholic Steatohepatitis,Semaglutide,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,PHASE2,digestive_system_disease
124,Hepatocellular Carcinoma,Fludarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,PHASE1,digestive_system_disease
125,Hepatocellular Carcinoma,Resminostat,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)C=CC(=O)NO,PHASE1|PHASE2,digestive_system_disease
126,Irritable Bowel Syndrome,Lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,PHASE1,digestive_system_disease
127,Cirrhosis|Refractory/Recurrent Ascites,Tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,PHASE2|PHASE3,digestive_system_disease
128,Cirrhosis|Refractory/Recurrent Ascites,Midodrine,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,PHASE2|PHASE3,digestive_system_disease
129,Hepatic Impairment,Betrixaban,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl,PHASE1,digestive_system_disease
130,Hepatitis C|HIV,Atazanavir,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,PHASE1,digestive_system_disease
131,Hepatitis C|HIV,Cobicistat,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,PHASE1,digestive_system_disease
132,"Non-Alcoholic Fatty Liver Disease|Obesity|Obesity, Abdominal|Liver Fat|Fatty Liver",Tesamorelin,CCC=CCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)N,PHASE2,digestive_system_disease
133,Healthy|Hepatic Insufficiency,Canagliflozin,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,PHASE1,digestive_system_disease
134,Microsatellite Unstable Colorectal Cancer|Microsatellite Stable Colorectal Cancer|Mismatch Repair Proficient Colorectal Cancer|Mismatch Repair Deficient Colorectal Cancer,Cobimetinib,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,PHASE2,digestive_system_disease
135,Liver Diseases|Hepatic Insufficiency,Baricitinib,CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,PHASE1,digestive_system_disease
136,Crohn's Disease,Teduglutide,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,PHASE2,digestive_system_disease
137,Irritable Bowel Syndrome,Asimadoline,CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,PHASE2,digestive_system_disease
138,Unresectable Gastrointestinal Stromal Tumor (GIST)|Locally Advanced Gastrointestinal Stromal Tumor (GIST)|Metastatic Gastrointestinal Stromal Tumor,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,PHASE2,digestive_system_disease
139,Gastroesophageal Reflux Disease,Atovaquone,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,PHASE1,digestive_system_disease
140,Gastroesophageal Reflux Disease,Proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,PHASE1,digestive_system_disease
141,Gastroesophageal Reflux Disease,Tegoprazan,CC1=NC2=C(N1)C=C(C=C2OC3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C,PHASE1,digestive_system_disease
142,Gastroesophageal Reflux Disease,Vonoprazan,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3,PHASE1,digestive_system_disease
143,Metastatic Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v6 and v7,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,PHASE2,digestive_system_disease
144,HIV Infections|Cachexia|Anorexia|AIDS Wasting Syndrome|HIV Wasting Syndrome,Megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,PHASE2,digestive_system_disease
145,Colonic Neoplasms,Levoleucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,PHASE1|PHASE2,digestive_system_disease
146,Primary Biliary Cirrhosis,Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,PHASE2,digestive_system_disease
147,Gastroparesis,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,PHASE2,digestive_system_disease
148,Hepatorenal Syndrome|Acute Kidney Injury,Terlipressin,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,PHASE2,digestive_system_disease
149,Colorectal Cancer Metastatic,Vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,PHASE1|PHASE2,digestive_system_disease
150,Chronic Diarrhea|Irritable Bowel Syndrome With Diarrhea|Bile Acid Malabsorption,Colesevelam,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],PHASE2,digestive_system_disease
151,Advanced Hepatocellular Carcinoma,Itacitinib,C1CN(CCC1N2CC(C2)(CC#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4)C(=O)C6=C(C(=NC=C6)C(F)(F)F)F,PHASE1,digestive_system_disease
152,Islet Cell Carcinoma|Neuroendocrine Carcinoma|Neuroendocrine Tumor|Pancreatic Neoplasms,Everolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,PHASE2,digestive_system_disease
153,Islet Cell Carcinoma|Neuroendocrine Carcinoma|Neuroendocrine Tumor|Pancreatic Neoplasms,Octreotide,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,PHASE2,digestive_system_disease
154,Colorectal Cancer,Decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,PHASE1,digestive_system_disease
155,Advanced Solid Malignancies|Non-Small Cell Lung Cancer (NSCLC)|Metastatic Castrate-Resistant Prostate Carcinoma (mCRPC)|Colorectal Carcinoma (CRC),Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,PHASE1,digestive_system_disease
156,Gastric Cancer,Fruquintinib,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC,PHASE2,digestive_system_disease
157,Pancreatitis,Aprotinin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC,PHASE1,digestive_system_disease
158,Colorectal|Cancer,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,PHASE2,digestive_system_disease
159,Primary Sclerosing Cholangitis,Cenicriviroc,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C,PHASE2,digestive_system_disease
160,Liver Metastasis|Colorectal Neoplasms|Liver Neoplasms|Neoplasm Metastasis,Talaporfin,CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(C(C(=N4)C(=C5C(=C(C(=N5)C=C1N2)C)C(=O)O)CC(=O)NC(CC(=O)O)C(=O)O)CCC(=O)O)C)C)C=C)C,PHASE2,digestive_system_disease
161,Postoperative Ileus,Pyridostigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,PHASE2|PHASE3,digestive_system_disease
162,Hepatic Insufficiency,Evacetrapib,CC1=CC(=C2C(=C1)C(CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C,PHASE1,digestive_system_disease
163,Anastomotic Leak|Rectal Cancer,Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,PHASE2,digestive_system_disease
164,Fecal Incontinence,Oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,PHASE1,digestive_system_disease
165,Metastatic Pancreatic Cancer,Enoxaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,PHASE2,digestive_system_disease
166,Lung Cancer|Melanoma|Head and Neck Carcinoma|Gastroesophageal Cancer|Breast Cancer|Pancreatic Adenocarcinoma|Colorectal Cancer|Biliary Tract Cancer,Selumetinib,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,PHASE1,digestive_system_disease
167,Post-ERCP Acute Pancreatitis,Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,PHASE2|PHASE3,digestive_system_disease
168,Hepatitis C Infection,Ruzasvir,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C(=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)F)C9=CN=C(S9)C1CC1)NC(=O)OC,PHASE1,digestive_system_disease
169,Cystic Fibrosis,Cysteamine,C(CS)N,PHASE2,digestive_system_disease
170,HIV|Hepatitis C|Liver Fibrosis,Raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,PHASE2,digestive_system_disease
171,Nonalcoholic Steatohepatitis,Cilofexor,C1CC1C2=C(C(=NO2)C3=C(C=CC=C3Cl)Cl)COC4=CC(=C(C=C4)C5(CN(C5)C6=NC=CC(=C6)C(=O)O)O)Cl,PHASE2,digestive_system_disease
172,Nonalcoholic Steatohepatitis,Firsocostat,CC1=C(SC2=C1C(=O)N(C(=O)N2CC(C3=CC=CC=C3OC)OC4CCOCC4)C(C)(C)C(=O)O)C5=NC=CO5,PHASE2,digestive_system_disease
173,Gastritis,Rebamipide,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,PHASE2,digestive_system_disease
174,Osteoarthritis,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,PHASE2,digestive_system_disease
175,Colorectal Neoplasms,Nintedanib,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,PHASE2,digestive_system_disease
176,Hepatorenal Syndrome,Ifetroban,CCCCCNC(=O)C1=COC(=N1)C2C3CCC(C2CC4=CC=CC=C4CCC(=O)O)O3,PHASE2,digestive_system_disease
177,Colorectal Neoplasms,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,PHASE2,digestive_system_disease
178,NAFLD|PCOS,Bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,PHASE1,digestive_system_disease
179,Immunotherapy|Gastrict Cancer,Tegafur,C1CC(OC1)N2C=C(C(=O)NC2=O)F,PHASE2,digestive_system_disease
180,Inoperable or Recurrent or Metastatic Esophageal Squamous Carcinoma,Poziotinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,PHASE2,digestive_system_disease
181,NAFLD|NASH With Fibrosis|Liver Fibrosis,Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,PHASE1|PHASE2,digestive_system_disease
182,NAFLD|NASH With Fibrosis|Liver Fibrosis,Quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,PHASE1|PHASE2,digestive_system_disease
183,Prematurity|Iron-deficiency|Iron Deficiency Anemia|Iron Malabsorption,Ferumoxytol,O[Fe]=O.O[Fe]=O.[Fe],PHASE2,digestive_system_disease
184,Thrombocytopenia,Avatrombopag,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,PHASE2,digestive_system_disease
185,Solid Tumor|Gastrointestinal Cancer|Breast Cancer,Azacitidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,PHASE1|PHASE2,digestive_system_disease
186,Immunoglobulin G Subclass 4 Related Disease|IgG4-related Disease|Autoimmune Pancreatitis|IgG4-related Sclerosing Cholangitis|Retroperitoneal Fibrosis,Lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PHASE1,digestive_system_disease
187,"Ischemic Reperfusion Injury|Insufficiency; Hepatic, Postoperative|Liver Tumour",Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,PHASE2,digestive_system_disease
