,Unnamed: 0,Conditions,Drug,Smiles,Phases,Study Status,Disease
6507,4900,Muscle Invasive Bladder Cancer,Vistusertib,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,PHASE1,,urinary_system_disease
6506,4880,Bladder Transitional Cell Carcinoma|Bladder Cancer|Fibroblast Growth Factor Receptor,Infigratinib,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,PHASE1,,urinary_system_disease
6505,4876,Nocturia|Daytime Sleepiness,Modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,PHASE2|PHASE3,,urinary_system_disease
6504,4875,Nocturia|Daytime Sleepiness,Armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,PHASE2|PHASE3,,urinary_system_disease
6503,4864,"Carcinoma, Transitional Cell|Bladder Cancer|Bladder Neoplasm",Pralatrexate,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,PHASE2,,urinary_system_disease
6502,4830,Renal Cell Carcinoma|Melanoma|Lung Cancer,Infliximab,,PHASE2,,urinary_system_disease
6501,4825,Urinary Incontinence,Sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,PHASE1,,urinary_system_disease
6500,4822,Cognitive Disorders|Delirium|Acute Kidney Injury,Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,PHASE2,,urinary_system_disease
6499,4799,Diabetic Nephropathy,Pyridoxamine,CC1=NC=C(C(=C1O)CN)CO,PHASE2,,urinary_system_disease
6498,4790,Muscle-invasive Bladder Cancer,Epacadostat,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,PHASE2,,urinary_system_disease
6497,4779,Renal Impairment,Tasimelteon,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,PHASE1,,urinary_system_disease
6496,4778,Urinary Tract Infections,Amoxicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,APPROVED,,urinary_system_disease
6495,4775,"Kidney Failure, Chronic|Arthralgia",Lumiracoxib,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,PHASE2,,urinary_system_disease
6494,4747,Clinical Pharmacology,Riociguat,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,PHASE1,,urinary_system_disease
6493,4742,Renal Insufficiency,Epetraborole,B1(C2=C(C=CC=C2OCCCO)C(O1)CN)O,PHASE1,,urinary_system_disease
6492,4702,Bladder Cancer|Urothelial Carcinoma|Metastatic Urothelial Carcinoma|Renal Pelvis Carcinoma|Ureter Carcinoma|Urinary Bladder Carcinoma|Urethra Carcinoma|Muscle Invasive Bladder Cancer,Rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,PHASE2,,urinary_system_disease
6491,4697,Bladder Cancer|NMIBC|Non-Muscle Invasive Bladder Cancer|Urothelial Carcinoma Recurrent,Pemigatinib,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5,PHASE2,,urinary_system_disease
6490,4688,Contrast-induced Nephropathy,Carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,PHASE2,,urinary_system_disease
6489,4679,Renal Insufficiency,Lanabecestat,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,PHASE1,,urinary_system_disease
6488,4659,Renal Cell Cancer|Metastatic Castration Resistant Prostate Cancer,Ciforadenant,CC1=CC=C(O1)C2=C3C(=NC(=N2)N)N(N=N3)CC4=NC(=CC=C4)COC5CCOC5,PHASE1,,urinary_system_disease
6487,4650,Lupus Nephritis,Iptacopan,CCOC1CCN(C(C1)C2=CC=C(C=C2)C(=O)O)CC3=C(C=C(C4=C3C=CN4)C)OC,PHASE2,,urinary_system_disease
6486,4638,Heart Failure With Preserved Ejection Fraction|Chronic Kidney Diseases,Sacubitril,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,PHASE1|PHASE2,,urinary_system_disease
6485,4635,Clear Cell Renal Cell Carcinoma|Locally Advanced Pancreatic Cancer|Locally Advanced Malignant Solid Neoplasm|Metastatic Malignant Solid Neoplasm|Metastatic Renal Cell Carcinoma|Metastatic Urothelial Carcinoma|Metastatic Pancreatic Cancer|Stage III Pancreatic Cancer|Stage III Renal Cell Cancer|Stage IV Pancreatic Cancer|Stage IV Renal Cell Cancer|Endometrial Cancer|Metastatic Castration-resistant Prostate Cancer,Ceralasertib,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4,PHASE2,,urinary_system_disease
6484,4614,Bladder Cancer,Lirilumab,,PHASE1,,urinary_system_disease
6483,4549,Locally Advanced or Metastatic Urothelial Cell Carcinoma|Urinary Bladder Disease|Urological Diseases,Vofatamab,,PHASE1|PHASE2,,urinary_system_disease
6482,4531,Acute Kidney Injury,Nafamostat,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,APPROVED,,urinary_system_disease
6481,4530,Chronic Kidney Disease,Quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,PHASE2,,urinary_system_disease
6480,4529,Chronic Kidney Disease,Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,PHASE2,,urinary_system_disease
6479,4525,Latent Tuberculosis|Kidney Failure,Rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,APPROVED,,urinary_system_disease
6478,4524,Latent Tuberculosis|Kidney Failure,Isoniazid,C1=CN=CC=C1C(=O)NN,APPROVED,,urinary_system_disease
6477,4517,Urothelial Carcinoma|Bladder Cancer|Myelosuppression Adult|Chemotherapy-induced Neutropenia|Metastatic Bladder Cancer,Trilaciclib,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6,PHASE2,,urinary_system_disease
6476,4510,0.5-14 Year Old Children With Nephroblastoma,Pirarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6,APPROVED,,urinary_system_disease
6475,4506,0.5-14 Year Old Children With Nephroblastoma,Oxytetracycline,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,APPROVED,,urinary_system_disease
6474,4500,Impaired Renal Function,Aldafermin,,PHASE1,,urinary_system_disease
6473,4485,Renal Impairment|Healthy Volunteers,Mobocertinib,CC(C)OC(=O)C1=CN=C(N=C1C2=CN(C3=CC=CC=C32)C)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,PHASE1,,urinary_system_disease
6472,4484,Chronic Kidney Disease|Hypertension,Nitrendipine,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,APPROVED,,urinary_system_disease
6471,4483,Chronic Kidney Disease|Hypertension,Rilmenidine,C1CC1C(C2CC2)NC3=NCCO3,APPROVED,,urinary_system_disease
6470,4482,Hypertension,Daglutril,CCOC(=O)C(CCC1=CC=CC=C1)CC2(CCCC2)C(=O)NC3CCC4=CC=CC=C4N(C3=O)CC(=O)O,PHASE2,,urinary_system_disease
6469,4478,Renal Insufficiency,Aztreonam,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,PHASE1,,urinary_system_disease
6468,4477,Renal Impairment,Telotristat,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N,PHASE1,,urinary_system_disease
6467,4476,Renal Impairment|Renal Insufficiency|Kidney Diseases|Pharmacokinetics,Elafibranor,CC1=CC(=CC(=C1OC(C)(C)C(=O)O)C)C=CC(=O)C2=CC=C(C=C2)SC,PHASE1,,urinary_system_disease
6466,4456,Bladder Cancer,Rogaratinib,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3COC)CN5CCNC(=O)C5)N,PHASE2,,urinary_system_disease
6465,4455,Recurrent Ependymoma|Recurrent Ewing Sarcoma|Recurrent Hepatoblastoma|Recurrent Langerhans Cell Histiocytosis|Recurrent Malignant Germ Cell Tumor|Recurrent Malignant Glioma|Recurrent Malignant Solid Neoplasm|Recurrent Medulloblastoma|Recurrent Neuroblastoma|Recurrent Non-Hodgkin Lymphoma|Recurrent Osteosarcoma|Recurrent Peripheral Primitive Neuroectodermal Tumor|Recurrent Rhabdoid Tumor|Recurrent Rhabdomyosarcoma|Recurrent Soft Tissue Sarcoma|Recurrent WHO Grade 2 Glioma|Refractory Ependymoma|Refractory Ewing Sarcoma|Refractory Hepatoblastoma|Refractory Langerhans Cell Histiocytosis|Refractory Malignant Germ Cell Tumor|Refractory Malignant Glioma|Refractory Malignant Solid Neoplasm|Refractory Medulloblastoma|Refractory Neuroblastoma|Refractory Non-Hodgkin Lymphoma|Refractory Osteosarcoma|Refractory Peripheral Primitive Neuroectodermal Tumor|Refractory Rhabdoid Tumor|Refractory Rhabdomyosarcoma|Refractory Soft Tissue Sarcoma|Refractory WHO Grade 2 Glioma|Wilms Tumor,Ivosidenib,C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,PHASE2,,urinary_system_disease
6464,4442,Healthy|Renal Impairment,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,PHASE1,,urinary_system_disease
6463,4438,Urinary Bladder Neoplasm|Neoplasm Metastasis,Bempegaldesleukin,,PHASE2,,urinary_system_disease
6462,4437,Parkinson Disease,Preladenant,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,PHASE1,,urinary_system_disease
6461,4425,Multiple Myeloma|Renal Impairment,Dextromethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,PHASE1,,urinary_system_disease
6460,4423,Diabetic Nephropathy,Bindarit,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,PHASE2,,urinary_system_disease
6459,4398,Chemotherapy-induced Nausea and Vomiting,Fosaprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,PHASE2,,urinary_system_disease
6458,4397,Cohort 1 : Metastatic Non Small Cell Lung Cancer|Cohort 2 : Metastatic Bladder Cancer|Cohort 3 : Metastatic Renal Cell Carcinoma|Cohort 4 : Metastatic Head and Neck Cancer,Tiragolumab,,PHASE1,,urinary_system_disease
6457,4386,Urothelial Bladder Cancer|Gastric Adenocarcinoma|Gastro-oesophageal Adenocarcinoma|Head and Neck Cancer|Biliary Tract Cancer|Platinum-sensitive Urothelial Bladder Cancer|Clear Cell Renal Cell Carcinoma|Pancreatic Ductal Adenocarcinoma,Dostarlimab,,PHASE2,,urinary_system_disease
6456,4384,Focal Glomerulosclerosis,Adalimumab,,PHASE1,,urinary_system_disease
6455,4382,Focal Glomerulosclerosis,Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,PHASE1,,urinary_system_disease
6454,4381,Renal Cell Carcinoma,Decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,PHASE2,,urinary_system_disease
6453,4353,Schistosomiasis Haematobia,Artefenomel,C1CC2(CCC1C3=CC=C(C=C3)OCCN4CCOCC4)OC5(C6CC7CC(C6)CC5C7)OO2,PHASE2,,urinary_system_disease
6452,4352,Schistosomiasis Haematobia,Lumefantrine,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,PHASE2,,urinary_system_disease
6451,4351,Schistosomiasis Haematobia,Artemether,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,PHASE2,,urinary_system_disease
6450,4350,Schistosomiasis Haematobia,Pyronaridine,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6,PHASE2,,urinary_system_disease
6449,4349,Schistosomiasis Haematobia,Artesunate,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,PHASE2,,urinary_system_disease
6448,4348,Relapsed/Refractory Solid Tumors/Hematological Malignancies,Belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,PHASE1,,urinary_system_disease
6447,4334,Complicated Urinary Tract Infection|Infection|Pediatric Infectious Disease,Benzylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,APPROVED,,urinary_system_disease
6446,4333,Complicated Urinary Tract Infection|Infection|Pediatric Infectious Disease,Penicillin G,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,APPROVED,,urinary_system_disease
6445,4320,Sickle Cell Disease|Sickle Cell Nephropathy,Voxelotor,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,PHASE1|PHASE2,,urinary_system_disease
6444,4319,Chronic Kidney Disease,Runcaciguat,CC(C(C1=CC=C(C=C1)Cl)C(=O)NC2=C(C=CC(=C2)C(CC(=O)O)C3CC3)Cl)C(F)(F)F,PHASE1,,urinary_system_disease
6443,4316,Cystinuria,Tiopronin,CC(C(=O)NCC(=O)O)S,APPROVED,,urinary_system_disease
6442,4298,Hypertension|Renal Insufficiency,Indapamide,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,APPROVED,,urinary_system_disease
6441,4288,Kidney Disease|Glomerulonephritis,Mezagitamab,,PHASE1,,urinary_system_disease
6440,4284,Urinary Tract Infections,Pivmecillinam,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,APPROVED,,urinary_system_disease
6439,4266,IGA Nephropathy,Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,PHASE2,,urinary_system_disease
6438,4239,End Stage Renal Disease,Escitalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,PHASE2,,urinary_system_disease
6437,4230,Type 2 Diabetes Mellitus,Ipragliflozin,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)F,APPROVED,,urinary_system_disease
6436,4220,Bladder Cancer Stage IV,Tucidinostat,C1=CC(=CN=C1)C=CC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,PHASE2,,urinary_system_disease
6435,4186,Infectious Disease,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,PHASE1,,urinary_system_disease
6434,4175,"Transplant; Failure, Kidney",Alefacept,,PHASE1,,urinary_system_disease
6433,4165,Gout|Chronic Kidney Disease (CKD),Lesinurad,C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O,APPROVED,,urinary_system_disease
6432,4156,"Kidney Failure, Acute",Ambrisentan,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,PHASE2,,urinary_system_disease
6431,4152,"Interstitial Fibrosis|Kidney Transplant; Complications|Kidney Transplant Rejection|Kidney Transplant Failure and Rejection|Kidney Transplant Failure|Kidney Failure, Chronic|Graft Rejection",Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,PHASE2,,urinary_system_disease
6430,4146,Overactive Bladder Associated With HTLV-1,Propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,PHASE1,,urinary_system_disease
6429,4121,Benign Prostatic Hyperplasia,Doxazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,PHASE2,,urinary_system_disease
6428,4117,Solid Tumor|Bladder Cancer|Non-muscle-invasive Bladder Cancer,Lerapolturev,,PHASE1|PHASE2,,urinary_system_disease
6427,4102,Renal Impairment,Elinogrel,CNC1=C(C=C2C(=C1)NC(=O)N(C2=O)C3=CC=C(C=C3)NC(=O)NS(=O)(=O)C4=CC=C(S4)Cl)F,PHASE1,,urinary_system_disease
6426,4101,Locally Advanced Bladder Urothelial Carcinoma|Metastatic Transitional Cell Carcinoma|Metastatic Urothelial Carcinoma|Recurrent Bladder Carcinoma|Stage III Bladder Urothelial Carcinoma AJCC v6 and v7|Stage IV Bladder Urothelial Carcinoma AJCC v7,Sapanisertib,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,PHASE2,,urinary_system_disease
6425,4098,Vomiting,Casopitant,CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C(=O)C,PHASE1,,urinary_system_disease
6424,4087,Lupus Membranous Nephropathy,Filgotinib,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,PHASE2,,urinary_system_disease
6423,4082,Diabetic Nephropathy,Sarpogrelate,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,APPROVED,,urinary_system_disease
6422,4049,Gout|Hyperuricemia|Arthritis|Joint Disease|Renal Insufficiency,Ulodesine,C1C(C(CN1CC2=CNC3=C2N=CNC3=O)O)CO,PHASE2,,urinary_system_disease
6421,4038,Secondary Hypogonadism,Enclomiphene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,PHASE1,,urinary_system_disease
6420,4036,Locally Advanced Papillary Renal Cell Carcinoma|Metastatic Papillary Renal Cell Carcinoma|Stage III Renal Cell Cancer AJCC v7|Stage IV Renal Cell Cancer AJCC v7|Type 1 Papillary Renal Cell Carcinoma|Type 2 Papillary Renal Cell Carcinoma|Unresectable Renal Cell Carcinoma,Savolitinib,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,PHASE2,,urinary_system_disease
6419,4028,Kidney Injury|Proteinuria|Hypertension,Isosorbide,C1C(C2C(O1)C(CO2)O)O,PHASE2,,urinary_system_disease
6418,4022,"Bladder Cancer|Brain and Central Nervous System Tumors|Carcinoma of Unknown Primary|Extragonadal Germ Cell Tumor|Head and Neck Cancer|Kidney Cancer|Lung Cancer|Ovarian Cancer|Sarcoma|Testicular Germ Cell Tumor|Unspecified Adult Solid Tumor, Protocol Specific",Amifostine,C(CN)CNCCSP(=O)(O)O,PHASE2,,urinary_system_disease
6417,4003,Immunoglobulin A (IgA) Nephropathy,Felzartamab,,PHASE2,,urinary_system_disease
6416,3994,Fanconi Anemia,Oxandrolone,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,PHASE1,,urinary_system_disease
6415,3973,Type 2 Diabetes Mellitus|Hypertension,Fluvastatin,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,APPROVED,,urinary_system_disease
6414,3945,Diabetic Nephropathies,Levocetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,PHASE2,,urinary_system_disease
6413,3923,"Renal Insufficiency, Chronic|Coronary Angiography|Angioplasty, Transluminal, Percutaneous Coronary",Iloprost,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,PHASE2|PHASE3,,urinary_system_disease
6412,3915,Urinary Tract Infections|Pyelonephritis,Relebactam,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3,PHASE2,,urinary_system_disease
6411,3891,"Renal Dialysis|Renal Failure, Chronic",Tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,PHASE1,,urinary_system_disease
6410,3851,Overactive Bladder|Detrusor Overactivity,Vardenafil,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,PHASE2,,urinary_system_disease
6409,3833,Amyotrophic Lateral Sclerosis|Renal Insufficiency,Pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,PHASE1,,urinary_system_disease
6408,3832,Amyotrophic Lateral Sclerosis|Renal Insufficiency,Dexpramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,PHASE1,,urinary_system_disease
6407,3818,Autosomal Dominant Polycystic Kidney Disease,Lixivaptan,CC1=C(C=C(C=C1)F)C(=O)NC2=CC(=C(C=C2)C(=O)N3CC4=CC=CN4CC5=CC=CC=C53)Cl,PHASE2,,urinary_system_disease
6406,3811,Diabetic Nephropathies,Moxonidine,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,APPROVED,,urinary_system_disease
6405,3796,"Paroxysmal Hemoglobinuria, Nocturnal",Crovalimab,,PHASE1|PHASE2,,urinary_system_disease
6404,3794,Acute Decompensated Heart Failure,Dopamine,C1=CC(=C(C=C1CCN)O)O,APPROVED,,urinary_system_disease
6403,3785,Metastatic Castration-resistant Prostate Cancer (mCRPC)|Clear Cell Renal Cell Carcinoma (ccRCC),Sarilumab,,PHASE1|PHASE2,,urinary_system_disease
6402,3783,"COVID-19|Renal Insufficiency, Chronic",Nirmatrelvir,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,APPROVED,,urinary_system_disease
6401,3778,Urinary Tract Infections,Cefotaxime,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,APPROVED,,urinary_system_disease
6400,3765,"Glomerulosclerosis, Focal Segmental",Losmapimod,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,PHASE2,,urinary_system_disease
6399,3756,Renal Impairment|Healthy,Rivipansel,CC1C(C(C(C(O1)OC2C(CC(CC2OC3C(C(C(C(O3)CO)O)OC(CC4CCCCC4)C(=O)O)OC(=O)C5=CC=CC=C5)C(=O)NCCNC(=O)COCCOCC(=O)NC6=C7C(=CC(=C6)S(=O)(=O)O)C=C(C=C7S(=O)(=O)O)S(=O)(=O)O)NC(=O)C8=CC(=O)NC(=O)N8)O)O)O,PHASE1,,urinary_system_disease
6398,3755,Cardiorenal Syndrome,Dobutamine,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,PHASE2,,urinary_system_disease
6397,3751,Ischemia-Reperfusion Injury|Kidney Diseases,Reparixin,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(=O)(=O)C,PHASE2,,urinary_system_disease
6396,3732,End-stage Renal Disease|Cardiovascular Disease,Ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,APPROVED,,urinary_system_disease
6395,3722,Hepatitis C,Asunaprevir,CC(C)(C)C(C(=O)N1CC(CC1C(=O)NC2(CC2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,APPROVED,,urinary_system_disease
6394,3703,Complicated Urinary Tract Infection,Cilastatin,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,PHASE2,,urinary_system_disease
6393,3691,Recurrent Solid Tumor|Recurrent Ewing Sarcoma|Recurrent Hepatoblastoma|Recurrent Malignant Germ Cell Tumor|Recurrent Malignant Solid Neoplasm|Recurrent Neuroblastoma|Recurrent Osteosarcoma|Recurrent Peripheral Primitive Neuroectodermal Tumor|Recurrent Rhabdoid Tumor|Recurrent Rhabdomyosarcoma|Recurrent Soft Tissue Sarcoma|Recurrent Wilms Tumor|Refractory Ewing Sarcoma|Refractory Hepatoblastoma|Refractory Malignant Germ Cell Tumor|Refractory Malignant Solid Neoplasm|Refractory Neuroblastoma|Refractory Osteosarcoma|Refractory Peripheral Primitive Neuroectodermal Tumor|Refractory Rhabdoid Tumor|Refractory Rhabdomyosarcoma|Refractory Soft Tissue Sarcoma,Talazoparib,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,PHASE1|PHASE2,,urinary_system_disease
6392,3676,Lupus Nephritis,Atacicept,,PHASE1,,urinary_system_disease
6391,3665,Myelofibrosis,Pacritinib,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,PHASE1,,urinary_system_disease
6390,3636,Cannabis|Chronic Kidney Diseases|Dialysis,Dronabinol,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,PHASE1,,urinary_system_disease
