,Conditions,Drug,Smiles,Phases,Disease
151,Chronic Lymphocytic Leukemia,Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,PHASE1|PHASE2,immune_system_disease
152,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,Acalabrutinib,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,PHASE2,immune_system_disease
155,Healthy,Tretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,PHASE1,immune_system_disease
156,Acute Lymphoblastic Leukemia|Acute Myelogenous Leukemia|Lymphoblastic Lymphoma|Diffuse Large B-cell Lymphoma|Burkitt Lymphoma/Leukemia,Clofarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,PHASE1|PHASE2,immune_system_disease
157,HIV Infections,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,PHASE2,immune_system_disease
159,Bronchiolitis Obliterans,Itacitinib,C1CN(CCC1N2CC(C2)(CC#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4)C(=O)C6=C(C(=NC=C6)C(F)(F)F)F,PHASE1,immune_system_disease
160,Multiple Sclerosis|Fatigue,Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,PHASE1|PHASE2,immune_system_disease
161,HIV Infections,Zalcitabine,C1CC(OC1CO)N2C=CC(=NC2=O)N,PHASE2,immune_system_disease
162,Allergic Conjunctivitis,Olopatadine,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,APPROVED,immune_system_disease
163,Multiple Myeloma,Panobinostat,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,PHASE1|PHASE2,immune_system_disease
165,B-cell Lymphoma Refractory,Ozogamicin,CCN(C1COC(CC1OC)OC2C(C(C(OC2OC3C#CC=CC#CC4(CC(=O)C(=C3C4=CCSSC(C)(C)CC(=O)NN=C(C)C5=CC=C(C=C5)OCCCC(=O)N)NC(=O)OC)O)C)NOC6CC(C(C(O6)C)SC(=O)C7=C(C(=C(C(=C7OC)OC)OC8C(C(C(C(O8)C)O)OC)O)I)C)O)O)C(=O)C,PHASE1,immune_system_disease
166,B-cell Lymphoma Refractory,Temsirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,PHASE1,immune_system_disease
167,Acute Myeloid Leukemia|Acute Lymphoblastic Leukemia,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,PHASE2,immune_system_disease
168,Asthma,Methacholine,CC(C[N+](C)(C)C)OC(=O)C,PHASE2,immune_system_disease
169,HIV Infection|LTBI,Isoniazid,C1=CN=CC=C1C(=O)NN,PHASE2,immune_system_disease
170,HIV Infection|LTBI,Rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,PHASE2,immune_system_disease
171,HIV Infection|LTBI,Pyridoxine,CC1=NC=C(C(=C1O)CO)CO,PHASE2,immune_system_disease
175,Type 1 Diabetes,Glucagon,CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N,PHASE2,immune_system_disease
176,Primary Sjögren's Syndrome,Parsaclisib,CCOC1=C(C(=C(C=C1C(C)N2C3=NC=NC(=C3C(=N2)C)N)Cl)F)C4CC(=O)NC4,PHASE2,immune_system_disease
180,Multiple Myeloma,Iberdomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3OCC4=CC=C(C=C4)CN5CCOCC5,PHASE1|PHASE2,immune_system_disease
182,Metastatic Pancreatic Cancer,Rintatolimod,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,PHASE1|PHASE2,immune_system_disease
183,B-cell Chronic Lymphocytic Leukemia,Forodesine,C1=C(C2=C(N1)C(=O)NC=N2)C3C(C(C(N3)CO)O)O,PHASE1,immune_system_disease
184,Multiple Myeloma in Relapse,Clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,PHASE2,immune_system_disease
185,"Rhinitis, Allergic, Perennial",Levocetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,APPROVED,immune_system_disease
186,Mycobacterium Avium-intracellulare Infection,Streptomycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,PHASE2,immune_system_disease
189,Allergic Rhinitis,Azelastine,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,APPROVED,immune_system_disease
191,Multiple Myeloma,Oprozomib,CC1=NC=C(S1)C(=O)NC(COC)C(=O)NC(COC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C,PHASE1|PHASE2,immune_system_disease
192,Recurrent Plasma Cell Myeloma|Refractory Plasma Cell Myeloma,Ixazomib,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,PHASE2,immune_system_disease
193,HIV Infections,Indinavir,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,PHASE1,immune_system_disease
194,HIV Infections,Amprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,PHASE1,immune_system_disease
195,HIV Infections,Nelfinavir,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,PHASE1,immune_system_disease
196,HIV Infections,Saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,PHASE1,immune_system_disease
197,AIDS Dementia Complex|HIV Infections,Nimodipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,PHASE1,immune_system_disease
198,HIV-infection/Aids|Human Herpesvirus 4 Infections|Cytomegalovirus Infections|Human Herpesvirus 8 Infection|Human Papilloma Virus,Darunavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,APPROVED,immune_system_disease
199,Refractory Chronic Lymphocytic Leukemia|Refractory Small Lymphocytic Lymphoma,Trabectedin,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,PHASE1,immune_system_disease
201,Asthma,Ipratropium,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,APPROVED,immune_system_disease
202,Asthma,Prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,APPROVED,immune_system_disease
203,HIV Infections|AIDS,Cholecalciferol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,PHASE2,immune_system_disease
204,Multiple Sclerosis|Overactive Detrusor,Darifenacin,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,PHASE2,immune_system_disease
205,Breast Cancer|Non-small Cell Lung Cancer|Non-Hodgkins Lymphoma,Vinorelbine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,PHASE1,immune_system_disease
206,Atopic Dermatitis,Hydrocortisone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,PHASE1,immune_system_disease
207,Mastocytosis,Hydroxychloroquine,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,PHASE2|PHASE3,immune_system_disease
208,"Infection, Human Immunodeficiency Virus",Atazanavir,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,APPROVED,immune_system_disease
209,Pediatric Solid Tumor,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PHASE1,immune_system_disease
210,"Diabetes Mellitus, Insulin-Dependent",Ladarixin,CC(C1=CC=C(C=C1)OS(=O)(=O)C(F)(F)F)C(=O)NS(=O)(=O)C,PHASE2,immune_system_disease
211,Severe IgE-mediated Asthma,Formoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,APPROVED,immune_system_disease
212,"Accelerated Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Acute Lymphoblastic Leukemia|BCR-ABL1 Fusion Protein Expression|Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Philadelphia Chromosome Positive|Recurrent Acute Lymphoblastic Leukemia|Refractory Acute Lymphoblastic Leukemia|t(9;22)",Ponatinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,PHASE2,immune_system_disease
213,Patients With Advanced Ovarian Cancer Sensitive to Platinum-based Chemotherapy,Zibotentan,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4,PHASE2,immune_system_disease
214,Patients With Advanced Ovarian Cancer Sensitive to Platinum-based Chemotherapy,Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,PHASE2,immune_system_disease
215,"Hodgkin Disease|Lymphoma, Non-Hodgkin|Multiple Myeloma|Mantle Cell Lymphoma",Leuprolide,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,PHASE2,immune_system_disease
216,IgA Nephropathy|Immunoglobulin A Nephropathy,Atrasentan,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,PHASE2,immune_system_disease
217,Acute Lymphoblastic Leukemia|Brain Tumors,Methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,APPROVED,immune_system_disease
218,HIV Infections,Rilpivirine,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,PHASE1,immune_system_disease
219,HIV Infections,Abacavir,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,PHASE2,immune_system_disease
220,HIV Infections,Nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,PHASE2,immune_system_disease
221,Primary Mediastinal Large B-cell Lymphoma,Decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,PHASE1|PHASE2,immune_system_disease
222,Lymphangioleiomyomatosis|Tuberous Sclerosis,Doxycycline,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,APPROVED,immune_system_disease
223,Type 2 Diabetes Mellitus|Insulin Sensitivity/Resistance,Linagliptin,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,APPROVED,immune_system_disease
224,Type 2 Diabetes Mellitus|Insulin Sensitivity/Resistance,Voglibose,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,APPROVED,immune_system_disease
225,B-cell Acute Lymphoblastic Leukemia,Daunorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,PHASE1,immune_system_disease
226,Hypersensitivity,Sugammadex,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,PHASE1,immune_system_disease
227,Chronic Spontaneous Urticaria,Tirabrutinib,CC#CC(=O)N1CCC(C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N,PHASE2,immune_system_disease
228,"Infections, Human Immunodeficiency Virus and Herpesviridae",Fosamprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,PHASE1,immune_system_disease
229,Atopic Dermatitis,Clobetasol,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,PHASE1|PHASE2,immune_system_disease
231,Platinum Sensitive Relapsed Ovarian Cancer,Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,PHASE2,immune_system_disease
233,Refractory Acute Lymphoblastic Leukemia|Relapsed Acute Lymphoblastic Leukemia,Navitoclax,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,PHASE1|PHASE2,immune_system_disease
234,Multiple Sclerosis,Mirabegron,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,APPROVED,immune_system_disease
235,Aggressive Systemic Mastocytosis|Systemic Mastocytosis-associated Hematologic Non-mast Cell Disease|Mast Cell Leukemia|Relapsed or Refractory Myeloid Malignancies,Avapritinib,CC(C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,PHASE1,immune_system_disease
236,HIV Infections,Bupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,PHASE1,immune_system_disease
237,Hematopoietic and Lymphoid System Neoplasm|Recurrent Ependymoma|Recurrent Ewing Sarcoma|Recurrent Hepatoblastoma|Recurrent Histiocytic and Dendritic Cell Neoplasm|Recurrent Langerhans Cell Histiocytosis|Recurrent Lymphoma|Recurrent Malignant Germ Cell Tumor|Recurrent Malignant Glioma|Recurrent Malignant Solid Neoplasm|Recurrent Medulloblastoma|Recurrent Neuroblastoma|Recurrent Non-Hodgkin Lymphoma|Recurrent Osteosarcoma|Recurrent Peripheral Primitive Neuroectodermal Tumor|Recurrent Rhabdoid Tumor|Recurrent Rhabdomyosarcoma|Recurrent Soft Tissue Sarcoma|Recurrent WHO Grade 2 Glioma|Refractory Ependymoma|Refractory Ewing Sarcoma|Refractory Hepatoblastoma|Refractory Histiocytic and Dendritic Cell Neoplasm|Refractory Langerhans Cell Histiocytosis|Refractory Lymphoma|Refractory Malignant Germ Cell Tumor|Refractory Malignant Glioma|Refractory Malignant Solid Neoplasm|Refractory Medulloblastoma|Refractory Neuroblastoma|Refractory Non-Hodgkin Lymphoma|Refractory Osteosarcoma|Refractory Peripheral Primitive Neuroectodermal Tumor|Refractory Rhabdoid Tumor|Refractory Rhabdomyosarcoma|Refractory Soft Tissue Sarcoma|Refractory WHO Grade 2 Glioma|Wilms Tumor,Selpercatinib,CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,PHASE2,immune_system_disease
238,Anaplastic Large Cell Lymphoma|Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue|Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Nodal Marginal Zone Lymphoma|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult T-Cell Leukemia/Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Non-Hodgkin Lymphoma|Recurrent Small Lymphocytic Lymphoma|Splenic Marginal Zone Lymphoma,Tipifarnib,CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,PHASE2,immune_system_disease
239,"Adult Acute Lymphoblastic Leukemia in Remission|Adult B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1|Blastic Phase|Childhood Acute Lymphoblastic Leukemia in Remission|Childhood B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1|Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Chronic Phase of Disease|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Disease",Nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,PHASE2,immune_system_disease
240,"Natural Killer/T-Cell Lymphoma, Nasal and Nasal-Type",Anlotinib,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC,PHASE2,immune_system_disease
241,HIV Infections,Raluridine,C1C(C(OC1N2C=C(C(=O)NC2=O)Cl)CO)F,PHASE1,immune_system_disease
243,HIV Infections,Raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,PHASE1,immune_system_disease
244,HIV Infections,Emtricitabine,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,PHASE1,immune_system_disease
246,"Arthritis, Rheumatoid",Cantharidin,CC12C3CCC(C1(C(=O)OC2=O)C)O3,PHASE1,immune_system_disease
247,Primary Central Nervous System Lymphoma,Temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,PHASE2,immune_system_disease
248,HIV/AIDS|HIV Infections,Etravirine,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,PHASE1,immune_system_disease
249,Asthma,Minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,PHASE2,immune_system_disease
250,HIV Infections,Bictegravir,C1CC2CC1N3C(O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,APPROVED,immune_system_disease
252,Advanced Solid Neoplasm|Aggressive Non-Hodgkin Lymphoma|Recurrent Solid Neoplasm|Refractory Mantle Cell Lymphoma|T-Cell Non-Hodgkin Lymphoma|Unresectable Solid Neoplasm,Veliparib,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,PHASE1,immune_system_disease
253,Gastric Cancer|Gastroesophageal Junction Adenocarcinoma,Fluorouracil,C1=C(C(=O)NC(=O)N1)F,PHASE2,immune_system_disease
254,Immune Thrombocytopenia|Bruton's Tyrosine Kinase,Orelabrutinib,C=CC(=O)N1CCC(CC1)C2=NC(=C(C=C2)C(=O)N)C3=CC=C(C=C3)OC4=CC=CC=C4,PHASE2,immune_system_disease
255,Multiple Sclerosis,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,APPROVED,immune_system_disease
256,Optic Neuritis|Multiple Sclerosis,Amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,PHASE2,immune_system_disease
257,Type 1 Diabetes,Eflornithine,C(CC(C(F)F)(C(=O)O)N)CN,PHASE1,immune_system_disease
259,Allergic Contact Dermatitis,Ethylenediamine,C(CN)N,APPROVED,immune_system_disease
260,Chronic Graft-versus-host-disease,Belumosudil,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5,PHASE2,immune_system_disease
262,"Rhinitis, Allergic, Seasonal",Beclomethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,PHASE2,immune_system_disease
263,Recurrent B Acute Lymphoblastic Leukemia|Recurrent T Acute Lymphoblastic Leukemia|Refractory B Acute Lymphoblastic Leukemia|Refractory T Acute Lymphoblastic Leukemia,Nelarabine,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,PHASE1|PHASE2,immune_system_disease
264,"Follicular Lymphoma|Lymphoma, Large B-Cell, Diffuse",Idasanutlin,CC(C)(C)CC1C(C(C(N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F,PHASE1|PHASE2,immune_system_disease
265,Peripheral T Cell Lymphoma,Tenalisib,CCC(C1=C(C(=O)C2=CC=CC=C2O1)C3=CC(=CC=C3)F)NC4=NC=NC5=C4NC=N5,PHASE2,immune_system_disease
268,Primary Central Nervous System Lymphoma,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,PHASE2,immune_system_disease
269,Lymphoma,Pegfilgrastim,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,PHASE2,immune_system_disease
270,Sarcoidosis,Corticotropin,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,APPROVED,immune_system_disease
271,HIV|Pregnancy,Lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,PHASE2|PHASE3,immune_system_disease
273,IGA Nephropathy,Enalapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,APPROVED,immune_system_disease
274,IGA Nephropathy,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,APPROVED,immune_system_disease
275,IGA Nephropathy,Methylprednisone,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2(C1(C(=O)CO)O)C)C,APPROVED,immune_system_disease
277,Asthma,Salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,PHASE1,immune_system_disease
278,ABPA,Itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,PHASE2,immune_system_disease
279,"Hepatitis C Virus Infection, Response to Therapy of|Human Immunodeficiency Virus",Sofosbuvir,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,APPROVED,immune_system_disease
280,"Hepatitis C Virus Infection, Response to Therapy of|Human Immunodeficiency Virus",Velpatasvir,CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC,APPROVED,immune_system_disease
281,"Hepatitis C Virus Infection, Response to Therapy of|Human Immunodeficiency Virus",Ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,APPROVED,immune_system_disease
282,Waldenström's Macroglobulinemia,Perifosine,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](CC1)(C)C,PHASE2,immune_system_disease
